공항코드(IATA),영문공항명,한글공항명,지역,영문국가명,한글국가명,영문도시명
YCR,Cross Lake Airport,크로스 레이크 공항 ,북미,Canada,캐나다,Cross Lake
CRV,Crotone Airport,코로톤 공항,유럽,Italy,이탈리아,Crotone
CGR,Campo Grande International Airport Ueze Elias Zahran,캄포 국제공항,중남미,Brazil,브라질,Cruzeiro Do Sul
CZS,Cruzeiro do Sul Airport,크루제이루도술 공항,중남미,Brazil,브라질,Cruzeiro Do Sul
FXO,Cuamba Airport,쿠암바 공항,아프리카,Mozambique,모잠비크,Cuamba
CUC,Cucuta Camilo Daza International Airport,카밀로 다조 공항,중남미,Colombia,콜롬비아,Cucuta
CDP,Kadapa Airport,쿠다파 공항,아시아,India,인도,Cuddapah
CUE,Cuenca Mariscal Lamar Airport,마리스칼 라마르 공항,중남미,Ecuador,에콰도르,Cuenca
CVJ,Cuernavaca Mariano Matamoros Airport,제네럴 마리아노 마타모로스 공항,중남미,Mexico,멕시코,Cuernavaca
CGB,Cuiaba Marechal Rondon Airport,마레첼 론돈 공항,중남미,Brazil,브라질,Cuiaba
CPX,Culebra Airport,벤쟈민 리베라 노리에가 공항,북미,Puerto Rico,푸에르토리코,Culebra
CUL,Culiacan Federal De Bachigualato Airport,페데럴 데 바치구알라토 공항,중남미,Mexico,멕시코,Culiacan
CUM,Cumana Airport,안토니오 호세 데 소쉬르 공항,중남미,Venezuela,베네수엘라,Cumana
CUF,Cuneo Langhe e Alpi del Mare Airport,레발디지 공항,유럽,Italy,이탈리아,Cuneo
CMA,Cunnamulla Airport,쿠나물라 공항,대양주,Australia,오스트레일리아,Cunnamulla
CUR,Curacao Hato International Airport,하토 국제공항 ,중남미,Curacao,퀴라소,Curacao
BFH,Curitiba Bacacheri Airport,바스케리 공항,중남미,Brazil,브라질,Curitiba
CWB,Curitiba Afonso Pena International Airport,아폰소 페냐 공항,중남미,Brazil,브라질,Curitiba
CTB,Cut Bank Airport,컷뱅크 시공항,북미,United States of America,미국,Cut Bank
CYU,Cuyo Airport,쿠요 공항,아시아,Philippines,필리핀,Cuyo
CUZ,Cusco Velazco Astete Airport,벨라쵸 아스테테 공항,중남미,Peru,페루,Cuzco
KME,Kamembe Airport,카멤베 공항,아프리카,Rwanda,르완다,Cyangugu
DAD,Da Nang Airport,다낭 국제공항,아시아,Vietnam,베트남,Da Nang
TAE,Daegu International Airport,대구 국제공항,아시아,South Korea,대한민국,Daegu
DKR,Dakar Yoff Airport,레오로드 세다르 셍고르 공항,아프리카,Senegal,세네갈,Dakar
VIL,Dakhla Airport,다클라 공항,아프리카,Morocco,모로코,Dakhla
DLZ,Dalanzadgad Airport,달란자드가드 공항,아시아,Mongolia,몽고,Dalanzadgad
DLI,Da Lat Lien Khuong Airport,리엥캥 공항,아시아,Vietnam,베트남,Dalat
DBA,Dalbandin Airport,달반딘 공항,아시아,Pakistan,파키스탄,Dalbandin
MHC,Castro Mocopulli Airport,카스트로 모코풀리 공항,중남미,Chile,칠레,Dalcahue
DLU,Dali Huangcaoba Airport,달리 공항,아시아,China,중국,Dali
DLC,Dalian Zhoushuizi International Airport,다롄  쩌우쉬이지 국제공항,아시아,China,중국,Dalian
DAL,Dallas Love Field,댈러스 러브필드,북미,United States of America,미국,Dallas
RBD,Dallas Executive Airport,댈러스 이그젝큐티브 공항,북미,United States of America,미국,Dallas
DFW,Dallas Fort Worth International Airport,달라스  포츠워스 국제공항,북미,United States of America,미국,Dallas / Fort Worth
DJO,Daloa Airport,달로아 공항,아프리카,Cote d'Ivoire,코트디부아르,Daloa
DAM,Damascus International Airport,다마스쿠스 국제공항,중동,Syria,시리아,Damascus
DBU,Dambula Oya Tank Airport,담불라 오야 탱크 공항,아시아,Sri Lanka,스리랑카,Dambulla
DMM,Dammam King Fahd International Airport,킹 파야드 국제공항,중동,Saudi Arabia,사우디아라비아,Dammam
DXR,Danbury Municipal Airport,단베리 시공항,북미,United States of America,미국,Danbury
DDG,Dandong Langtou Airport,단둥  공항,아시아,China,중국,Dandong
DGA,Dangriga Airport,당리가 공항,중남미,Belize,벨리즈,Dangriga
DNV,Danville Vermillion Regional Airport,버밀런 카운티 공항,북미,United States of America,미국,Danville
DCY,Daocheng Yading Airport,대청 야딩 공항,아시아,China,중국,Daocheng
DQA,Daqing Sartu Airport,다칭 사르트누 공항,아시아,China,중국,Daqin
DAR,Dar Es Salaam International Airport,다르에스살람 국제공항,아프리카,Tanzania,탄자니아,Dar Es Salaam
NLF,Darnley Island Airport,던리 아일랜드 공항,대양주,Australia,오스트레일리아,Darnley Island
DAU,Daru Airport,다루 공항,대양주,Papua New Guinea,파푸아뉴기니,Daru
DRW,Darwin International Airport,다윈 국제공항,대양주,Australia,오스트레일리아,Darwin
TAZ,Dasoguz Airport,타쉬아즈 공항,아시아,Turkmenistan,투르크메니스탄,Dashoguz
DTD,Datadawai Airport,다타다와이 공항,아시아,Indonesia,인도네시아,Datadawai-Borneo Island
DAT,Datong Yungang Airport,다퉁  공항,아시아,China,중국,Datong
YDN,Dauphin Airport,도핀 공항 ,북미,Canada,캐나다,Dauphin
DVO,Davao Francisco Bangoy International Airport,마티 공항,아시아,Philippines,필리핀,Davao
DAV,David Enrique Malek Airport,엔리케 말렉 공항,중남미,Panama,파나마,David
DWD,Dawadmi Airport,다웃드미 국내공항,중동,Saudi Arabia,사우디아라비아,Dawadmi
TVY,Dawe Airport,다웨이 공항,아시아,Myanmar,버마,Dawei
YDA,Dawson City Airport,도슨 시티 공항,북미,Canada,캐나다,Dawson City
YDQ,Dawson Creek Regional Airport,도슨크릭 공항,북미,Canada,캐나다,Dawson Creek
DAY,Dayton International Airport,제임스 M. 콕스 국제공항,북미,United States of America,미국,Dayton
MGY,Dayton-Wright Brothers Airport,데이턴 라이트 형제 공항,북미,United States of America,미국,Dayton
DAB,Daytona Beach International Airport,데이토너비치 국제공항,북미,United States of America,미국,Daytona Beach
DAX,Dazhou Heshi Airport,대주 허시 공항,아시아,China,중국,Dazhou
DHR,Den Helder Airport,덴 홀터 공항,유럽,Netherlands,네덜란드,De Kooy
LGI,Deadmans Cay Airport,데드먼즈 케이 공항,중남미,Bahamas,바하마,Deadman's Cay
YDL,Dease Lake Airport,디스 레이크 공항,북미,Canada,캐나다,Dease Lake
DOL,Deauville Saint Gatien Airport,생 가티엥 공항,유럽,France,프랑스,Deauville
DEB,Debrecen Airport,데브레첸 국제공항,유럽,Hungary,헝가리,Debrecen
DEC,Decatur Airport,데카투 공항,북미,United States of America,미국,Decatur
YVZ,Deer Lake Airport,디어레이크 공항,북미,Canada,캐나다,Deer Lake
YDF,Deer Lake Regional Airport,디어 레이크 지역 공항,북미,Canada,캐나다,Deer Lake NF
DRG,Deering Airport,디어링 공항,북미,United States of America,미국,Deering
DED,Dehradun Airport,졸리 그란트 공항,아시아,India,인도,Dehradun
DEZ,Deirezzor Al Jafrah Airport,알 자프라야 공항,중동,Syria,시리아,Deirezzor
DRT,Del Rio International Airport,델 리오 국제공항,북미,United States of America,미국,Del Rio
DEL,Delhi Indira Gandhi International Airport,인디라 간디 국제공항,아시아,India,인도,Delhi
YWJ,Deline Airport,델라인 공항,북미,Canada,캐나다,Deline
HXD,Delingha Airport,델린가 공항,아시아,China,중국,Delingha
YDT,Vancouver Boundary Bay Airport,바운더리 베이 공항,북미,Canada,캐나다,Delta
DJN,Delta Junction Airport,델타 정션 공항,북미,United States of America,미국,Delta Junction
DEM,Dembi Dolo Airport,뎀비돌로 공항,아프리카,Ethiopia,이디오피아,Dembidolo
MJK,Monkey Mia Shark Bay Airport,샤크 배이 공항,대양주,Australia,오스트레일리아,Denham
DNQ,Deniliquin Airport,데닐리킨 공항,대양주,Australia,오스트레일리아,Deniliquin
DNZ,Denizli Cardak Airport,차르닥 공항,유럽,Turkey,터키,Denizli
DPS,Bali Denpasar Ngurah Rai Airport,느구라 라이 공항,아시아,Indonesia,인도네시아,Denpasar Bali
BJC,Rocky Mountain Metropolitan Airport,제프코 공항,북미,United States of America,미국,Denver
DEN,Denver International Airport,덴버 국제공항 ,북미,United States of America,미국,Denver
DGH,Kunda Deoghar Airport,쿤다 데가르 공항,아시아,India,인도,Deoghar
DEP,Daporijo Airport,데파리조 공항,아시아,India,인도,Deparizo
DEA,Dera Ghazi Khan Airport,드라 카지칸 공항,아시아,Pakistan,파키스탄,Dera Ghazi Khan
DSK,Dera Ismail Khan Airport,데라이스마일칸 공항,아시아,Pakistan,파키스탄,Dera Ismail Khan
DCN,Derby Curtin AFB Airport,커튼 공항 ,대양주,Australia,오스트레일리아,Derby
DRB,Derby Airport,더비 공항,대양주,Australia,오스트레일리아,Derby
DSM,Des Moines International Airport,디모인 국제공항,북미,United States of America,미국,Des Moines
YDS,Desolation Sound Airport,데솔레이션 사운드 공항,북미,Canada,캐나다,Desolation Sound
DSE,Dessie Kombolcha Airport,콤볼챠 공항,아프리카,Ethiopia,이디오피아,Dessie
DSI,Destin Executive Airport,데스틴 포트 월튼 비치 공항,북미,United States of America,미국,Destin
DET,Detroit Coleman A Young International Airport,코울먼 A. 영 시공항,북미,United States of America,미국,Detroit
YIP,Detroit Willow Run Airport,윌로우 런 공항,북미,United States of America,미국,Detroit
DVL,Devils Lake Regional Airport,데블스레이크 시공항,북미,United States of America,미국,Devils Lake
DPO,Devonport Airport,데번포트 공항,대양주,Australia,오스트레일리아,Devonport
DAC,Dhaka Hazrat Shahjalal International Airport,지아 국제공항,아시아,Bangladesh,방글라데시,Dhaka
DHI,Dhangadhi Airport,당가리 공항,아시아,Nepal,네팔,Dhangarhi
DHM,Dharamsala Gaggal Airport,개갈 공항,아시아,India,인도,Dharamsala
DTI,Diamantina Airport,디아만티나 공항,중남미,Brazil,브라질,Diamantina
DSS,Dakar Blaise Diagne International Airport,다카르 블레즈 디아뉴 국제공항,아프리카,Senegal,세네갈,Diass
DIK,Dickinson Theodore Roosevelt Regional Airport,딕킨슨 테오도르 루즈벨트 지역공항,북미,United States of America,미국,Dickinson
DIN,Dien Bien Phu Airport,지알람 공항,아시아,Vietnam,베트남,Dien Bien Phu
DIJ,Dijon Airport,디종 롱빅 공항 ,유럽,France,프랑스,Dijon
DKS,Dikson Airport,디킨슨 공항,유럽,Russian Federation,러시아,Dikson
DIL,Dili Presidente Nicolau Lobato International Airport,프레지덴테 니콜라우 로바토 국제공항  ,아시아,Timor-Leste,동티모르,Dili
DLG,Dillingham Airport,딜링햄 시공항,북미,United States of America,미국,Dillingham
DLY,Dillons Bay Airport,딜론스베이 공항,대양주,Vanuatu,바누아투,Dillon's Bay
DMU,Dimapur Airport,디마푸르 공항,아시아,India,인도,Dimapur
DNR,Dinard Bretagne Airport,플뢰르튀트 공항,유럽,France,프랑스,Dinard
DIO,Diomede Island Airport,디오메데스 섬 공항,북미,United States of America,미국,"Diomede Island, AK"
DPL,Dipolog Airport,디폴로그 공항,아시아,Philippines,필리핀,Dipolog
DIG,Diqing Airport,디칭 샹그릴라 공항,아시아,China,중국,Diqing
DIR,Dire Dawa Aba Tenna D Yilma Airport,아바 테나 D. 일마 공항,아프리카,Ethiopia,이디오피아,Dire Dawa
DIU,Diu Airport,디우 공항,아시아,India,인도,Diu
DIQ,Divinopolis Airport,디비노폴리스 공항,중남미,Brazil,브라질,Divinopolis
DIY,Diyarbakir Airport,디야르바키르 공항,유럽,Turkey,터키,Diyarbakır
DJM,Djambala Airport,잠바라 공항,아프리카,Republic of the Congo,콩고공화국,Djambala
DJG,Djanet Inedbirenne Airport,인바이런 공항  ,아프리카,Algeria,알제리,Djanet
DJE,Houmt Souk Djerba Zarsis Airport,멀리타 공항,아프리카,Tunisia,튀니지,Djerba
JIB,Djibouti Ambouli Airport,암불리 공항,아프리카,Djibouti,지부티,Djibouti
DNK,Dnipropetrovsk International Airport,드네프로페트로브스크 국제공항,유럽,Ukraine,우크라이나,Dnipropetrovsk ( Dnepropetrovsk )
DOB,Dobo Airport,도보 공항,아시아,Indonesia,인도네시아,Dobo
DDC,Dodge City Regional Airport,닷지 시티 지역공항,북미,United States of America,미국,Dodge City
DOD,Dodoma Airport,도도마 공항,아프리카,Tanzania,탄자니아,Dodoma
DOH,Doha Hamad International Airport,도하 국제공항,중동,Qatar,카타르,Doha
DLE,Dole Jura Airport,돌 쥬라 공항,유럽,France,프랑스,Dole
DOP,Dolpa Jufal Airport,돌파 공항,아시아,Nepal,네팔,Dolpa
DCF,Dominica Cane Field Airport,케인 필드 공항  ,중남미,Dominica,도미니카 연방,Dominica
DOM,Dominica Douglas-Charles Airport,멜빌 홀 공항,중남미,Dominica,도미니카 연방,Dominica
DOK,Donetsk Sergey Prokofiev International Airport,도네츠크 공항,유럽,Ukraine,우크라이나,Donetsk
VDH,Dong Hoi Airport,동호이 공항,아시아,Vietnam,베트남,Dong Hoi City
DOG,Dongola Airport,동골라 공항,아프리카,Sudan,수단,Dongola
DOY,Dongying Shengli Airport,동잉 공항,아시아,China,중국,Dongying
DTM,Dortmund Airport,도르트문트 공항,유럽,Germany,독일,Dortmund
DHN,Dothan Regional Airport,도탄 지역공항,북미,United States of America,미국,Dothan
DLA,Douala Airport,두알라 국제공항,아프리카,Cameroon,카메룬,Douala
DOU,Dourados Airport,두라도스 공항,중남미,Brazil,브라질,Dourados
DOV,Dover Air Force Base,도버 공군기지,북미,United States of America,미국,Dover
DRS,Dresden Airport,드레스덴 클로츠 공항,유럽,Germany,독일,Dresden
YHD,Dryden Regional Airport,드라이든 지역공항,북미,Canada,캐나다,Dryden
DWC,Dubai World Central (Al Maktoum International Airport),알 막튬 국제공항,중동,United Arab Emirates,UAE,Dubai
DXB,Dubai International Airport,두바이 국제공항,중동,United Arab Emirates,UAE,Dubai
DCG,Dubai Creek Airport,두바이 크릭 공항,중동,United Arab Emirates,UAE,Dubai
DBO,Dubbo Airport,두보 공항,대양주,Australia,오스트레일리아,Dubbo
DUB,Dublin Airport,더블린 국제공항,유럽,Ireland,아일랜드,Dublin
DUJ,DuBois Regional Airport,드보아 지역공항 ,북미,United States of America,미국,DuBois
DBV,Dubrovnik Airport,두브로브니크 공항,유럽,Croatia,크로아티아,Dubrovnik
DBQ,Dubuque Regional Airport,더뷰크 지역공항,북미,United States of America,미국,Dubuque
DLH,Duluth International Airport,덜루스 국제공항,북미,United States of America,미국,Duluth
DGT,Dumaguete-Sibulan Airport,시불란 공항,아시아,Philippines,필리핀,Dumaguete City
DUM,Dumai Pinang Kampai Airport,피낭 캄파이 공항,아시아,Indonesia,인도네시아,Dumai
DND,Dundee Airport,던디 공항,유럽,United Kingdom,영국,Dundee
DNH,Dunhuang Mogao International Airport,둔황 공항,아시아,China,중국,Dunhuang
DKI,Dunk Island Airport,덩크아일랜드 공항,대양주,Australia,오스트레일리아,Dunk Island
DPA,Chicago DuPage Airport,듀파지 공항,북미,United States of America,미국,"DuPage County, West Chicago"
DQM,Duqm International Airport,두쿰 공항,중동,Oman,오만,Duqm 
DGO,Durango Guadalupe Victoria Airport,과달루페 빅토리아 공항,중남미,Mexico,멕시코,Durango
DRO,Durango-La Plata County Airport,두랑고 라플라타 카운티 공항,북미,United States of America,미국,Durango
VIR,Durban Virginia Airport,버지니아 공항,아프리카,South Africa,남아프리카,Durban
DUR,Durban King Shaka International Airport,킹샤카 국제공항 ,아프리카,South Africa,남아프리카,Durban / La Mercy
RDP,Durgapur Kazi Nazrul Islam Airport,두르가푸르 카지 나즈룰 이슬람 공항,아시아,India,인도,Durgapur
MME,Teesside International Airport,더햄티즈 공항  ,유럽,United Kingdom,영국,Durham Tees Valley
DYU,Dushanbe Airport,두샨베 공항,아시아,Tajikistan,타지키스탄,Dushanbe
DUS,Dusseldorf Airport,라인 루르 공항  ,유럽,Germany,독일,Dusseldorf
MGL,Monchengladbach Airport,묀헨그라드바 공항,유럽,Germany,독일,Dusseldorf
DZA,Mayotte Dzaoudzi Airport,쟈우지 파만지 공항,아프리카,Mayotte,마요트,Dzaoudzi
EGV,Eagle River Airport,이글리버 유니온 공항,북미,United States of America,미국,Eagle River
MPN,Mount Pleasant RAF,마운트 플라즌트 공군기지,중남미,Falkland Islands,포클랜드 제도,East Falkland
FRG,Farmingdale Republic Airport,리퍼블릭 공항,북미,United States of America,미국,East Farmingdale
HTO,East Hampton Airport,이스트햄프턴 공항,북미,United States of America,미국,East Hampton
